player_id,player_name,season,competition_id,competition_name,country_name,age,position,sub_position,nationality,foot,height_in_cm,current_club_id,current_club_name,games_played,season_minutes,minutes_per_game,minutes_volatility,market_value_in_eur,highest_market_value_in_eur
315779,Christian Pulisic,2021-2022,GB1,premier-league,England,24,Attack,Right Winger,United States,right,177,5,Associazione Calcio Milan,22,1286.0,58.45454545454545,33.6880438363622,40000000,60000000
292818,Jonathan Bamba,2019-2020,FR1,ligue-1,France,24,Attack,Left Winger,Cote d'Ivoire,right,175,940,Real Club Celta de Vigo S. A. D.,26,1942.0,74.6923076923077,25.901840194159696,9000000,25000000
605326,Pedro Vitor,2019-2020,UKR1,premier-liga,Ukraine,22,Attack,Left Winger,Brazil,left,177,18105,PFK Lviv,13,936.0,72.0,26.637163166119276,350000,400000
140803,Anthony Limbombe,2018-2019,FR1,ligue-1,France,25,Attack,Left Winger,Belgium,right,177,723,Almere City FC,29,1233.0,42.51724137931034,35.367646124530424,700000,8000000
370833,Doğukan Sinik,2021-2022,TR1,super-lig,Turkey,23,Attack,Left Winger,Türkiye,right,180,7775,Hatayspor,32,2308.0,72.125,20.20171712998675,2000000,4000000
409344,Calvin Stengs,2018-2019,NL1,eredivisie,Netherlands,21,Midfield,Attacking Midfield,Netherlands,left,187,234,Feyenoord Rotterdam,21,1693.0,80.61904761904762,16.887516354300892,15000000,20000000
295810,Alexandru Cicâldău,2021-2022,TR1,super-lig,Turkey,25,Midfield,Attacking Midfield,Romania,right,178,2293,Konyaspor,32,2206.0,68.9375,23.7932993456141,3000000,9000000
96454,Maxime Lestienne,2014-2015,IT1,serie-a,Italy,23,Attack,Left Winger,Belgium,left,176,3057,Royal Standard Club de Liège,23,990.0,43.04347826086956,28.224993951352324,1000000,10000000
746695,Kamaldeen Sulemana,2020-2021,DK1,superligaen,Denmark,19,Attack,Left Winger,Ghana,right,175,180,Southampton FC,20,1737.0,86.85,6.117801892837003,18000000,22000000
157588,Ahmet Ilhan Özek,2012-2013,TR1,super-lig,Turkey,25,Attack,Right Winger,Turkey,both,181,820,Gençlerbirliği Spor Kulübü,27,2046.0,75.77777777777777,23.791273428676,50000,3000000
225339,Queensy Menig,2015-2016,NL1,eredivisie,Netherlands,21,Attack,Left Winger,Netherlands,right,174,2381,Sivasspor,33,2356.0,71.39393939393939,24.703010973317443,1700000,2800000
111376,Massimo Bruno,2016-2017,BE1,jupiler-pro-league,Belgium,24,Attack,Right Winger,Belgium,right,178,601,KV Kortrijk,23,1119.0,48.65217391304348,30.934163885162665,450000,8000000
537382,Bryan Gil,2020-2021,ES1,laliga,Spain,20,Attack,Left Winger,Spain,left,175,12321,Girona Fútbol Club S. A. D.,32,2527.0,78.96875,20.699463119547328,14000000,30000000
746180,Nikita Krivtsov,2021-2022,RU1,premier-liga,Russia,20,Midfield,Attacking Midfield,Russia,right,186,16704,FK Krasnodar,20,1059.0,52.95,33.05824405500086,3500000,3500000
284884,Óscar Rodríguez,2022-2023,ES1,laliga,Spain,25,Midfield,Attacking Midfield,Spain,right,174,1244,CD Leganés,33,1768.0,53.57575757575758,31.803402050752943,2500000,15000000
273432,Mohamed Rayhi,2016-2017,NL1,eredivisie,Netherlands,23,Attack,Left Winger,Morocco,right,178,468,Sparta Rotterdam,26,1942.0,74.6923076923077,31.3329136738022,650000,1200000
350311,Hélder Ferreira,2019-2020,PO1,liga-portugal-bwin,Portugal,23,Attack,Right Winger,Portugal,right,179,2995,FC Paços de Ferreira,28,1940.0,69.28571428571429,18.116403661672287,600000,1500000
335380,Pedro Nuno,2017-2018,PO1,liga-portugal-bwin,Portugal,23,Midfield,Attacking Midfield,Portugal,right,174,2457,B SAD,29,1846.0,63.6551724137931,21.15994241252343,200000,900000
655488,Gabriel Martinelli,2021-2022,GB1,premier-league,England,21,Attack,Left Winger,Brazil,right,178,11,Arsenal Football Club,29,1867.0,64.37931034482759,29.1102704865523,70000000,85000000
399260,Kyle McAllister,2020-2021,SC1,scottish-premiership,Scotland,22,Attack,Right Winger,Scotland,left,178,465,Saint Mirren Football Club,30,1166.0,38.86666666666667,26.449616674391,300000,350000
76326,Tjaronn Chery,2012-2013,NL1,eredivisie,Netherlands,25,Midfield,Attacking Midfield,Suriname,left,171,1096,Royal Antwerp Football Club,32,2786.0,87.0625,10.404138299253814,350000,4500000
454121,Galeno,2019-2020,PO1,liga-portugal-bwin,Portugal,23,Attack,Left Winger,Brazil,right,179,720,Futebol Clube do Porto,23,1343.0,58.391304347826086,27.843880180680063,25000000,25000000
503987,Noni Madueke,2024-2025,GB1,premier-league,England,23,Attack,Right Winger,England,left,182,631,Chelsea Football Club,24,1656.0,69.0,26.291633650269816,28000000,30000000
480975,Allahyar Sayyadmanesh,2020-2021,UKR1,premier-liga,Ukraine,20,Attack,Right Winger,Iran,right,182,968,Koninklijke Voetbal Club Westerlo,19,1020.0,53.68421052631579,33.95826018663275,1800000,4000000
215122,Ivo Rodrigues,2016-2017,PO1,liga-portugal-bwin,Portugal,22,Midfield,Attacking Midfield,Portugal,right,180,8024,Futebol Clube de Arouca,26,1624.0,62.46153846153846,29.16693434647525,1500000,2000000
55042,Diego Rigonato,2012-2013,FR1,ligue-1,France,25,Midfield,Attacking Midfield,Brazil,left,175,1421,Stade Reims,29,2289.0,78.93103448275862,14.486452730843013,250000,2500000
279254,Sander Coopman,2017-2018,BE1,jupiler-pro-league,Belgium,23,Midfield,Attacking Midfield,Belgium,right,183,1096,Royal Antwerp Football Club,23,1888.0,82.08695652173913,15.3081763985879,300000,2000000
232964,Emiliano Marcondes,2014-2015,DK1,superligaen,Denmark,20,Midfield,Attacking Midfield,Denmark,right,182,989,Association Football Club Bournemouth,24,1043.0,43.458333333333336,34.7406812045411,1500000,2800000
213268,Alireza Jahanbakhsh,2015-2016,NL1,eredivisie,Netherlands,23,Attack,Right Winger,Iran,right,181,234,Feyenoord Rotterdam,23,1670.0,72.6086956521739,20.05804431585835,3000000,18000000
